fit_tier,priority,company,legal_name,usdot,power_units,drivers,officer,phone,email,city,state,zip,address,safety_rating,hazmat,classdef,fit_score,suggested_plan,add_on,outreach_angle,safer_url
Growth,Medium,POWELL TRUCKING AND LIVE HAUL,POWELL TRUCKING AND LIVE HAUL,3185,16,16,BETTYE POWELL,8704386904,csmith@powellmilling.com,GREEN FOREST,AR,72638,400 W MAIN,S,No,"PRIVATE PASSENGER, NON-BUSINESS;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE",50,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3185
Starter,Medium,PLANT TRUCK LINE INC,PLANT TRUCK LINE INC,3256,9,10,STANLEY KENNEDY,5013623640,JGASAWAY@COX-INTERNET.COM,HEBER SPRINGS,AR,72543-9791,149 BOLTON SULLIVAN DR,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3256
Fleet,Medium,OAKLEY TRUCKING,OAKLEY TRUCKING INC,3259,918,918,JUSTIN  OAKLEY,5019450875,rcarson@bruceoakley.com,NORTH LITTLE ROCK,AR,72114,3400 GRIBBLE STREET,S,Yes,AUTHORIZED FOR HIRE,90,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3259
Fleet,Medium,TYSON,TYSON FOODS INC,3327,5861,3136,RANDY  POUNDERS,4792904000,randy.pounders@tyson.com,SPRINGDALE,AR,72762,2200 W DON TYSON PARKWAY AR07628,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3327
Growth,Medium,LVL INC,LVL INC,3348,22,34,RICK  VASSAR,5019450700,rickvassar@vassarleasing.com,NORTH LITTLE ROCK,AR,72117,1301 MCNEIL DRIVE,S,No,"PRIVATE PASSENGER, BUSINESS;PRIVATE PASSENGER, NON-BUSINESS;AUTHORIZED FOR HIRE",55,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3348
Fleet,High,MFA INCORPORATED,MFA INCORPORATED,3686,846,845,BOB HUFFMAN,5738765402,lhuskey@MFA-INC.COM,COLUMBIA,MO,65201,201 RAY YOUNG DR,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3686
Fleet,High,PRIME INC,NEW PRIME INC,3706,7919,9070,ROBERT  LOW,4178660001,ddavis@primeinc.com,SPRINGFIELD,MO,65803,2740 NORTH MAYFAIR AVE,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3706
Fleet,High,NAPA RAYLOC RMDS QUAKER CITY MOTOR PARTS GLOBAL PARTS,GENUINE PARTS COMPANY,3774,81,106,CHRISTOPHER  T. GALL,6789345000,laquita_donald@genpt.com,ATLANTA,GA,30339,2999 WILDWOOD PARKWAY,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3774
Fleet,High,SGC FOODSERVICE,SPRINGFIELD GROCER COMPANY,3849,149,200,TOMMY WOHLGEMUTH,4178834230,sgc-transportation@SGCFOODSERVICE.COM,SPRINGFIELD,MO,65807-4005,2415 BATTLEFIELD STREET,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3849
Fleet,Medium,SAVAGE,SAVAGE INFRASTRUCTURE LLC,4015,903,841,BENJAMIN  BATES,8019446600,dotadmin@savageco.com,MIDVALE,UT,84047,901 WEST LEGACY CENTER WAY,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4015
Growth,Medium,DANIELSKI FARMS INC,DANIELSKI FARMS INC,4053,33,39,THOMAS DANIELSKI,4023763039,gfowler@danielskifarms.com,CROOKSTON,NE,69212-0038,29289  269TH AVENUE,C,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4053
Growth,High,H S WILLIAMS COMPANY INC,H S WILLIAMS COMPANY INC,4186,18,7,CHRIS ALEXANDER,2767833185,chrisa@hswilliams.com,MARION,VA,24354,1320 HIGHWAY 16,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,60,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4186
Growth,High,PAUL SWENGLISH TRUCKING,PAUL SWENGLISH TRUCKING,4202,14,6,PAUL SWENGLISH,7244385703,chadswenglish@gmail.com,UNIONTOWN,PA,15401,211 HADDENVILLE RD,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,85,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4202
Growth,Medium,WEST VIRGINIA PAVING INC,WEST VIRGINIA PAVING INC,4286,46,96,ROGER LEE KELLY JR,3047689733,rkelly@wvpaving.com,DUNBAR,WV,25064,2950 CHARLES AVE,None listed,No,EXEMPT FOR HIRE,45,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4286
Starter,Medium,BISOM TRUCK LINE INC,BISOM TRUCK LINE INC,4478,6,6,MIKE UDELHOVEN,6417922850,bisomtruckline@gmail.com,NEWTON,IA,50208,725 1ST ST N,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4478
Growth,Medium,B & W WRECKER SERVICE,DWAINE LEE LLC,4485,20,16,DUSTIN  CULLISON,2083422541,dwaine@bwwrecker.com,BOISE,ID,83705,20 S GARDEN,S,No,AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4485
Growth,Medium,MONTANA BRAND PRODUCE COMPANY INC,MONTANA BRAND PRODUCE COMPANY INC,4546,33,33,MEARA  LYNN,8015322573,drakoschris@aol.com,SALT LAKE CITY,UT,84116-1212,1483 BECK STREET,S,No,AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4546
Growth,Medium,BROKEN ARROW INCORPORATED,BROKEN ARROW INCORPORATED,4618,20,15,STEPHEN G BUNN,4358823942,safety@brokenarrowusa.com,LAKE POINT,UT,84074,8960 CLINTON LANDING RD,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4618
Starter,High,MIKE DEMIRJIAN TRUCKING SERVICE INC,MIKE DEMIRJIAN TRUCKING SERVICE INC,4655,10,3,LEON TIRAPELLE,5592377178,dlt5408@gmail.com,FRESNO,CA,93725,5408 E JENSEN AVE,None listed,No,AUTHORIZED FOR HIRE,115,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4655
Fleet,High,MOPAC,JBS SOUDERTON INC,5027,59,40,LESLIE  PELTONEN,2157036404,leslie.peltonen@jbssa.com,SOUDERTON,PA,18964,741 SOUDER ROAD,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=5027
Fleet,High,MOYER INDOOR OUTDOOR,MOYER & SON INC,5028,63,67,DAVID MOYER,2157236000,acct@emoyer.com,SOUDERTON,PA,18964,113 E RELIANCE RD,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=5028
Starter,High,MORGAN CORPORATION,MORGAN TRUCK BODY LLC,5033,6,14,TOM DIEZ,6102865025,,MORGANTOWN,PA,19543-0588,111 MORGAN WAY,None listed,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,110,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=5033
Fleet,High,PETERS BROTHERS INC,PETERS BROTHERS INC,5095,83,83,BRADLEY  WANNER,6105622275,troy@peterstrucking.net,LENHARTSVILLE,PA,19534,37 PENN STREET,S,No,AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=5095
Starter,High,HATFIELD QUALITY MEATS INC,HATFIELD QUALITY MEATS INC,5360,5,3,CRAIG EDSILL,2153682500,ebrozyno@pvtransco.com,HATFIELD,PA,19440,2700 CLEMENS ROAD,C,No,AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=5360
Fleet,High,FEESERS FOOD DISTRIBUTORS,FEESERS INC,5508,73,60,LESTER S. MILLER JR.,7175644636,swilbert@feesers.com,HARRISBURG,PA,17111,5561 GRAYSON ROAD,None listed,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=5508
Growth,High,T C DAUBERT LLC,T C DAUBERT LLC,5549,40,43,MARK H DAUBERT,7172484091,caty@dauberts.com,YEAGERTOWN,PA,17099,35 RESERVE LANE,S,No,AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=5549
Growth,High,E & F TRUCKING INC,E & F TRUCKING INC,5572,16,17,DENNIS WEAVER,7173364948,eftruck@ptd.net,DENVER,PA,17517,1885 N READING ROAD,S,No,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=5572
Growth,High,EMPIRE KOSHER POULTRY INC,EMPIRE KOSHER POULTRY INC,5583,22,21,JEFFREY  BROWN,7174367051,jackie.french@tabletrustbrands.com,MIFFLINTOWN,PA,17059,247 EMPIRE DRIVE,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=5583
Growth,High,BEAVERTOWN TRANSPORT INC,BEAVERTOWN TRANSPORT INC,5612,15,7,ROBERT CAMMARATA,5708371744,MMCSHEA@STABILIZEDEARTH.com,MIDDLEBURG,PA,17842,3612 PAXTONVILLE ROAD,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,85,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=5612
Growth,High,CLOUSE TRUCKING INC,CLOUSE TRUCKING INC,5706,46,41,HEATHER  CLOUSE,7172492418,clousetrucking@comcast.net,CARLISLE,PA,17015-9303,2075 RITNER HWY,S,No,AUTHORIZED FOR HIRE,90,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=5706
Growth,High,CROWE TRANSPORTATION,CHARLES E CROWE & SON INC,5723,30,29,CINDI CROWE,7175729876,cindi@CROWETRANSPORTATION.COM,ELIZABETHTOWN,PA,17022,2388 N MARKET ST,S,No,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=5723
Starter,High,HIGH STEEL STRUCTURES LLC,HIGH STEEL STRUCTURES LLC,5825,5,17,JOHN  O'QUINN,7173904206,joquinn@high.net,LANCASTER,PA,17605-0008,1853 WILLIAM PENN WAY,None listed,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=5825
Fleet,High,THE GIANT COMPANY LLC,THE GIANT COMPANY LLC,5874,225,367,JOHN RUANE,7172405593,DON.SAMPLE@giantmartins.com,CARLISLE,PA,17013-1665,1604 INDUSTRIAL DR,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=5874
Fleet,High,ROYAL COACH LINES INC,ROYAL COACH LINES INC,5920,310,340,RALPH COLABELLO JR.,9149650733,bsilva@royalcoachlines.com,YONKERS,NY,10703,1010 NEPPERHAN AVENUE,S,No,AUTHORIZED FOR HIRE;OTHER-SCHOOL BUS,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=5920
Starter,High,RUSSIN,RUSSIN LUMBER CORP,6016,9,10,ADAM RUSSIN,8454574000,BDICKSON@RUSsinlumber.com,MONTGOMERY,NY,12549,21 LEONARDS DRIVE,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=6016
Starter,High,U SANTINI INC,U SANTINI INC,6038,7,5,DAN MENCHINI,7187686778,dmenchini@usantini.com,BROOKLYN,NY,11215,239 15 ST,S,No,AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=6038
Growth,High,A SANTINI MOVING & STORAGE CO,A SANTINI STORAGE CO OF NJ INC,6045,16,6,CHARLES SANDS,9732287211,www.santinimoving.com,DAYTON,NJ,08810,280 HELLER PARK COURT,S,Yes,AUTHORIZED FOR HIRE,90,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=6045
Growth,High,LEPRECHAUN LINES INC,LEPRECHAUN LINES INC,6379,24,24,EDWARD GALLAGHER,8455657900,EGALLAGHER@LEPRECHAUNLINES.COM,NEW WINDSOR,NY,12553,200 LEPRECHAUN LANE,S,No,AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=6379
Starter,High,PACKAGE PAVEMENT,PACKAGE PAVEMENT CO INC,6434,6,8,DARREN DOHERTY,8452212224,nrifino@packagepavement.com,STORMVILLE,NY,12582,3530 ROUTE 52,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=6434
Starter,High,GLOBE STORAGE & MOVING CO INC,GLOBE STORAGE & MOVING CO INC,6451,8,8,RICHARD CIBRANO,2129253555,THALL@globemoving.com,NEW YORK,NY,10012-2439,665 BROADWAY-SUITE 301,S,No,AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=6451
Starter,Medium,DENNIS STORAGE CO INC,DENNIS STORAGE CO INC,6698,10,4,WILLIAM E. MENGASON,4107421171,BMENGASON@DENNISSTORAGE.COM,SALISBURY,MD,21804-3740,604 W RAILROAD AVE,None listed,No,AUTHORIZED FOR HIRE,90,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=6698
Growth,Medium,CONTRACTUAL CARRIERS INC,CONTRACTUAL CARRIERS INC,6700,14,10,KAREN  THOMPSON,3024531420,kschneider@contractualcarriers.com,NEWARK,DE,19711-8098,104 ALAN DRIVE HARMONY INDUSTRIAL PARK,S,No,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=6700
Fleet,High,GARDA CL ATLANTIC INC,GARDA CL ATLANTIC INC,6731,340,588,PAOLA  MARACHLY,5619397000,paola.marachly@garda.com,BOCA RATON,FL,33431,2000 NW CORPORATE BLVD,S,No,AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=6731
Growth,Medium,SPECIFIED COMMODITY CARRIERS INC,SPECIFIED COMMODITY CARRIERS INC,6862,12,11,DALE L SHIPLEY,4108403222,stephani@scctrucking.com,WESTMINSTER,MD,21158,1327 BAUGHER ROAD,S,No,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=6862
Growth,Medium,JOHN W RITTER TRUCKING INC,JOHN W RITTER TRUCKING INC,6903,38,107,DAMON  CUZICK,4805822760,euny.warren@evotransinc.com,CAPITAL HEIGHTS,MD,20743,8607 CENTRAL AVE,S,No,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=6903
Growth,Medium,RUKERT TERMINALS CORPORATION,RUKERT TERMINALS CORPORATION,6922,38,28,SHAUN RUKERT,4105224599,SCOTT@RUKERT.COM,BALTIMORE,MD,21224,2021 SOUTH CLINTON STREET,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=6922
Growth,Medium,THE HARVEY SALT COMPANY,THE HARVEY SALT COMPANY,6931,15,9,RYAN  HAAS,4103919100,cbates@claritysalt.com,BALTIMORE,MD,21220,1325 MOHRS LN,S,No,AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=6931
Fleet,Medium,WHITCRAFT SERVICES INC,WHITCRAFT SERVICES INC,7020,58,73,RONALD M. PRETTYMAN,4103432565,RPRETTYMAN@COMCAST.NET,PARKTON,MD,21120-9139,20756 OLD YORK RD,S,No,AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=7020
Growth,Medium,HARDING METALS INC,HARDING METALS INC,7183,31,27,EDWIN HARDING III,6039425573,KEVIN@HARDINGMETALS.COM,NORTHWOOD,NH,03261-9738,42 HARDING DRIVE,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=7183
